City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,zelenogorskiy,55.0333,87.0,284.8,98,100,0.55,RU,1686619291
285,hailar,49.2,119.7,298.73,37,94,2.94,CN,1686619292
286,manta,-0.95,-80.7333,299.82,89,75,8.05,EC,1686619292
287,queenstown,-31.8976,26.8753,280.7,59,43,6.67,ZA,1686618882
288,nchelenge,-9.3451,28.734,292.27,60,42,2.45,ZM,1686619292
289,camacupa,-12.0167,17.4833,286.66,46,29,1.8,AO,1686619292
290,east london,-33.0153,27.9116,287.7,59,78,5.98,ZA,1686618769
291,nagqu,31.5,92.0,280.07,69,100,2.95,CN,1686619293
292,fale old settlement,-9.3852,-171.2468,301.64,77,8,6.44,TK,1686618801
293,bandarban,22.1965,92.2262,300.99,89,100,1.0,BD,1686619293
294,chibougamau,49.9168,-74.3659,292.94,56,0,3.09,CA,1686618821
295,greenville,35.6127,-77.3663,296.24,97,75,0.45,US,1686619294
296,san rafael del yuma,18.4299,-68.6739,301.91,83,4,3.54,DO,1686619294
297,san luis,-33.295,-66.3356,277.2,36,0,3.13,AR,1686619164
298,portland,45.5234,-122.6762,306.02,41,20,5.66,US,1686618526
299,acarau,-2.8856,-40.12,298.68,84,0,5.61,BR,1686618799
300,kushva,58.2906,59.7592,278.96,67,0,2.46,RU,1686619295
301,cam ranh,11.9214,109.1591,305.13,55,20,0.51,VN,1686619295
302,hamilton,39.1834,-84.5333,290.84,60,75,4.12,US,1686618665
303,puerto lempira,15.2667,-83.7667,301.02,81,42,4.47,HN,1686618798
304,leninskoye,41.7589,69.3864,299.36,33,100,1.89,KZ,1686619296
305,mahina,-17.5065,-149.489,301.02,65,40,4.63,PF,1686619296
306,diego de almagro,-26.3667,-70.05,280.59,82,0,0.85,CL,1686619296
307,whakatane,-37.9585,176.9854,290.31,58,2,3.58,NZ,1686618777
308,tiksi,71.6872,128.8694,274.85,97,100,2.43,RU,1686618476
309,petlawad,23.0,74.8,301.24,62,0,5.68,IN,1686619156
310,olinda,-8.0089,-34.8553,299.0,89,75,3.09,BR,1686619205
311,touros,-5.1989,-35.4608,297.59,88,2,4.56,BR,1686619150
312,copala,16.65,-98.9833,302.33,70,97,3.18,MX,1686618812
313,zabol,32.25,67.25,294.69,17,0,1.35,AF,1686619297
314,fort st. john,56.2499,-120.8529,296.09,35,75,5.14,CA,1686619080
315,sisimiut,66.9395,-53.6735,272.92,85,13,3.18,GL,1686619299
316,frontera,26.9333,-101.45,311.98,34,0,1.34,MX,1686619299
317,yefremov,53.1481,38.0992,283.82,69,99,6.5,RU,1686619299
318,bulungu,-4.55,18.6,294.58,95,93,1.1,CD,1686619299
319,laurentides,46.4334,-74.9826,295.21,64,100,3.91,CA,1686619300
320,owando,-0.4819,15.8999,295.24,95,100,1.32,CG,1686619300
321,seven pagodas,12.6264,80.1722,303.18,66,100,4.22,IN,1686619300
322,sesheke,-17.4759,24.2968,286.88,35,10,2.54,ZM,1686619301
323,ouani,-12.1322,44.4258,297.73,74,13,1.81,KM,1686619301
324,dhidhdhoo,6.8833,73.1,302.03,79,100,8.17,MV,1686618803
325,mushie,-3.0167,16.9,295.24,95,96,1.37,CD,1686619301
326,peace river,56.2501,-117.286,298.32,41,100,3.6,CA,1686618810
327,eravur town,7.7782,81.6038,300.55,76,100,1.38,LK,1686619302
328,manistee,44.2445,-86.3242,286.16,82,98,0.63,US,1686619302
329,kenai,60.5544,-151.2583,283.79,72,100,2.06,US,1686618820
330,horsham,51.064,-0.3272,290.82,88,0,1.54,GB,1686619302
331,weno,7.4515,151.8468,304.12,74,75,6.69,FM,1686618854
332,maitum,6.0392,124.4986,302.78,68,9,1.16,PH,1686619303
333,maragogi,-9.0122,-35.2225,297.86,86,22,4.72,BR,1686619029
334,djibouti,11.5,42.5,304.26,33,100,2.06,DJ,1686619303
335,lodja,-3.4833,23.4333,294.09,89,12,0.82,CD,1686619303
336,mandal,25.45,74.5667,303.04,50,4,4.58,IN,1686619304
337,santiago de cuba,20.0247,-75.8219,298.21,91,9,0.73,CU,1686619304
338,bar-sur-aube,48.25,4.5833,290.34,67,9,2.89,FR,1686619304
339,dazhou,31.2159,107.5009,297.51,72,24,0.75,CN,1686619304
340,san-pedro,4.7485,-6.6363,298.46,78,100,3.31,CI,1686619305
341,letlhakane,-21.4167,25.5833,285.31,41,79,7.56,BW,1686619305
342,tinaan,11.2667,123.75,301.75,76,100,3.16,PH,1686619305
343,hayrabolu,41.2131,27.1069,287.01,96,15,2.07,TR,1686619305
344,arkhangel'sk,64.5401,40.5433,287.53,55,89,4.49,RU,1686619305
345,lappeenranta,61.0587,28.1887,282.47,76,0,3.09,FI,1686619306
346,noumea,-22.2763,166.4572,298.14,99,0,5.23,NC,1686619042
347,nyagan,62.1406,65.3936,280.57,53,10,1.42,RU,1686619306
348,dzuunharaa,48.8523,106.4579,298.49,31,100,3.89,MN,1686619306
349,berezovo,63.9381,65.0419,279.65,55,23,3.02,RU,1686619307
350,soio,-6.1349,12.3689,295.86,90,11,3.0,AO,1686619307
351,brisas de zicatela,15.8369,-97.0419,304.44,66,20,2.57,MX,1686618814
352,anadyr,64.75,177.4833,289.43,51,0,4.0,RU,1686618746
353,arenapolis,-14.4503,-56.8461,292.35,91,98,3.02,BR,1686619308
354,altai,46.3722,96.2583,286.33,55,61,1.86,MN,1686619308
355,fort bragg,35.139,-79.006,297.23,88,100,2.57,US,1686618791
356,sadovoye,47.7764,44.5089,291.8,67,100,5.3,RU,1686619309
357,okhotsk,59.3833,143.3,281.61,85,84,5.02,RU,1686618846
358,yauya,-8.9833,-77.3,283.93,75,47,2.31,PE,1686619072
359,piti village,13.4626,144.6933,303.88,80,40,7.2,GU,1686619309
360,gamay,12.3854,125.2979,304.16,62,100,2.26,PH,1686619310
361,sinan,34.8262,126.1086,297.21,76,100,2.6,KR,1686619310
362,moose jaw,50.4001,-105.5344,301.3,20,75,3.09,CA,1686618816
363,malango,-2.9627,119.9001,297.9,76,37,1.03,ID,1686618769
364,cestos city,5.46,-9.5828,298.77,80,31,4.03,LR,1686619223
365,rio grande,-32.035,-52.0986,277.21,63,5,4.09,BR,1686619312
366,guerrero negro,27.9769,-114.0611,291.88,68,0,9.33,MX,1686618807
367,saint-philippe,-21.3585,55.7679,294.92,76,0,2.41,RE,1686618771
368,pitanga,-24.7572,-51.7614,286.66,99,100,2.01,BR,1686619313
369,antsiranana,-12.2787,49.2917,294.76,88,2,3.76,MG,1686619313
370,kaohsiung,22.6163,120.3133,303.2,90,75,2.06,TW,1686619313
371,umba,66.6871,34.3429,284.48,62,83,5.74,RU,1686619313
372,aginskoye,51.1,114.53,299.98,35,36,2.62,RU,1686619313
373,lowestoft,52.4752,1.7516,286.71,92,5,4.97,GB,1686619314
374,myingyan,21.4667,95.3833,302.42,65,73,6.42,MM,1686618826
375,bangassou,4.7413,22.8184,293.44,98,100,0.92,CF,1686619314
376,salalah,17.0151,54.0924,302.2,89,75,1.03,OM,1686619314
377,machico,32.7,-16.7667,292.99,83,20,1.54,PT,1686619314
378,neftcala,39.3742,49.2472,296.78,81,4,2.8,AZ,1686619315
379,severodvinsk,64.5635,39.8302,287.04,57,100,6.55,RU,1686619315
380,jinchang,38.4953,102.1739,296.75,19,0,2.18,CN,1686618882
381,jwaneng,-24.6004,24.7303,278.95,76,0,3.78,BW,1686619317
382,larache,35.1932,-6.1557,293.35,87,88,2.82,MA,1686619317
383,hasaki,35.7333,140.8333,295.37,90,96,7.18,JP,1686618770
384,tual,-5.6667,132.75,299.89,83,100,9.55,ID,1686619318
385,pathein,16.7833,94.7333,298.19,97,100,4.54,MM,1686619318
386,mount gambier,-37.8333,140.7667,284.69,83,100,4.12,AU,1686618799
387,ugoofaaru,5.6667,73.0,301.9,77,100,7.63,MV,1686618802
388,nyahururu,0.0421,36.3673,284.16,86,24,1.04,KE,1686619319
389,fauske,67.2588,15.3918,281.36,94,100,3.74,NO,1686619319
390,rosarno,38.4841,15.979,295.13,91,33,1.29,IT,1686619319
391,huarmey,-10.0681,-78.1522,294.46,80,6,6.16,PE,1686618986
392,wynyard,-41.0,145.7167,284.81,92,100,4.88,AU,1686618839
393,mar del plata,-38.0023,-57.5575,280.42,91,40,2.06,AR,1686619239
394,brokopondo,4.75,-55.1667,298.44,87,100,3.72,SR,1686619320
395,tarfaya,27.9358,-12.9218,294.93,85,1,6.11,MA,1686619321
396,qui nhon,13.7667,109.2333,302.3,68,100,2.54,VN,1686618807
397,alesund,62.4723,6.1549,288.65,82,100,2.06,NO,1686619322
398,wenzhou,27.9994,120.6668,300.28,73,89,1.32,CN,1686619323
399,kailua-kona,19.6406,-155.9956,302.13,81,40,4.63,US,1686618775
400,san antonio de pale,-1.4014,5.6325,297.5,89,100,3.4,GQ,1686618877
401,vila do maio,15.1333,-23.2167,298.59,88,96,7.21,CV,1686619324
402,mutare,-18.9707,32.6709,286.74,42,4,1.68,ZW,1686619324
403,sinjai,-5.1241,120.253,300.63,74,100,1.79,ID,1686619324
404,motueka,-41.1333,173.0167,286.54,56,0,0.64,NZ,1686619324
405,vuktyl,63.8567,57.3094,282.04,82,100,2.96,RU,1686619325
406,st. john's,47.5649,-52.7093,280.75,93,100,9.26,CA,1686618761
407,malabar,-33.9667,151.25,291.99,65,0,5.66,AU,1686619325
408,pangody,65.85,74.4859,275.76,73,6,7.27,RU,1686619325
409,korla,41.7597,86.1469,303.83,21,97,5.99,CN,1686618779
410,adam,22.3756,57.5233,304.68,44,100,3.43,OM,1686619327
411,fortuna,40.5982,-124.1573,288.34,92,75,6.69,US,1686618840
412,papao,-17.75,-149.55,300.97,67,4,8.82,PF,1686618763
413,yzeure,46.5644,3.355,287.41,97,85,1.06,FR,1686619329
414,holualoa,19.6228,-155.9522,300.06,81,40,4.63,US,1686618724
415,riohacha,11.5444,-72.9072,302.0,69,98,8.16,CO,1686619329
416,takoradi,4.8845,-1.7554,297.92,72,50,2.94,GH,1686619330
417,chibuto,-24.6867,33.5306,292.32,54,81,2.91,MZ,1686619331
418,karungdong,5.8844,121.263,303.0,67,24,2.59,PH,1686619331
419,george town,5.4112,100.3354,303.12,73,20,3.6,MY,1686619331
420,aljezur,37.3191,-8.8033,290.85,87,75,5.09,PT,1686618829
421,griffith,41.5284,-87.4237,293.11,55,75,2.06,US,1686618772
422,saldanha,-33.0117,17.9442,287.87,81,100,7.51,ZA,1686618848
423,ulysses,37.5814,-101.3552,291.68,79,73,6.36,US,1686619332
424,boguchar,49.9358,40.545,283.67,91,100,4.56,RU,1686619333
425,acajutla,13.5928,-89.8275,301.36,83,100,2.07,SV,1686619333
426,bam,29.106,58.357,302.99,20,1,5.34,IR,1686619333
427,la passe,45.5549,-0.8967,291.47,91,100,2.43,FR,1686618772
428,yanchep,-31.55,115.6833,288.49,69,84,3.14,AU,1686619333
429,clearwater,27.9659,-82.8001,301.54,77,0,4.12,US,1686619212
430,medina,24.4686,39.6142,302.39,21,0,1.54,SA,1686619334
431,harsin,34.2721,47.5861,286.6,39,0,0.33,IR,1686619334
432,ghat,24.9647,10.1728,303.88,17,3,1.48,LY,1686619334
433,yuzhno-kurilsk,44.0306,145.8556,284.89,97,100,4.02,RU,1686618802
434,pariaman,-0.619,100.12,300.18,79,22,1.05,ID,1686619335
435,praya,14.9215,-23.5087,298.45,73,0,4.63,CV,1686618850
436,mitu,1.1983,-70.1733,297.21,92,99,0.07,CO,1686619335
437,talara,-4.5772,-81.2719,297.57,78,0,7.2,PE,1686619335
438,bandar abbas,27.1865,56.2808,302.14,74,90,2.06,IR,1686619335
439,uliastay,47.7417,96.8444,288.68,58,100,1.23,MN,1686619337
440,nava,28.4167,-100.7667,308.93,38,100,3.51,MX,1686619337
441,shankargarh,25.1833,81.6167,310.7,26,13,4.3,IN,1686619337
442,mambajao,9.2504,124.7156,302.68,71,99,0.7,PH,1686619337
443,howrah,22.5892,88.3103,302.15,89,40,2.06,IN,1686619338
444,teonthar,24.9833,81.65,310.61,26,31,3.05,IN,1686619338
445,ouro preto do oeste,-10.7481,-62.2158,295.87,94,69,1.05,BR,1686619338
446,boyolangu,-8.1181,111.8935,298.93,83,97,3.55,ID,1686619338
447,libreville,0.3925,9.4537,299.16,89,20,2.06,GA,1686619339
448,kirensk,57.7853,108.1119,286.28,40,100,5.99,RU,1686618823
449,sarkisla,39.3519,36.4098,285.49,93,17,0.57,TR,1686619339
450,citrus springs,28.9975,-82.4707,300.87,80,0,0.0,US,1686619296
451,nova vicosa,-17.8919,-39.3719,295.59,85,0,3.5,BR,1686619340
452,tocopilla,-22.092,-70.1979,289.45,74,33,4.19,CL,1686619340
453,bengkulu,-3.8004,102.2655,299.1,76,24,1.03,ID,1686619341
454,uturoa,-16.7333,-151.4333,300.45,69,9,7.28,PF,1686618860
455,kununurra,-15.7667,128.7333,300.14,50,43,2.06,AU,1686618796
456,mugia,43.1041,-9.2179,290.46,94,100,2.59,ES,1686619343
457,colonia,50.9333,6.95,293.07,49,0,3.09,DE,1686618766
458,afaahiti,-17.75,-149.2833,300.08,67,18,8.4,PF,1686618767
459,klyuchi,52.2667,79.1667,289.56,75,17,4.38,RU,1686618752
460,iringa,-7.7667,35.7,284.22,94,36,1.79,TZ,1686619345
461,la foa,-21.7108,165.8276,296.8,51,7,1.38,NC,1686619345
462,kani keli,-12.9536,45.1033,295.74,66,0,2.34,YT,1686619345
463,saguenay,48.4168,-71.0657,294.86,56,20,2.06,CA,1686619262
464,oranjemund,-28.55,16.4333,285.62,83,0,1.06,NA,1686619346
465,kushiro,42.975,144.3747,286.68,100,75,2.06,JP,1686619347
466,kavieng,-2.5744,150.7967,301.79,78,69,5.31,PG,1686619349
467,al fujairah city,25.1164,56.3414,304.22,70,100,2.57,AE,1686619349
468,ouadda,8.0777,22.4007,293.7,99,100,1.31,CF,1686619349
469,kolonia,50.9333,6.95,293.12,49,0,3.09,DE,1686619308
470,barreirinhas,-2.7469,-42.8264,298.3,89,44,3.94,BR,1686619349
471,nizhniy odes,63.6445,54.856,284.3,83,100,3.07,RU,1686619350
472,cidade velha,14.9167,-23.6167,298.41,73,0,4.63,CV,1686619350
473,port alfred,-33.5906,26.891,284.36,81,100,0.89,ZA,1686618774
474,timbuktu,16.7735,-3.0074,303.29,47,52,3.46,ML,1686619352
475,krasnogorskoye,52.2953,86.1979,288.13,71,30,1.84,RU,1686619352
476,zabaykal'sk,49.6333,117.3167,302.04,24,92,4.26,RU,1686619352
477,nizhneudinsk,54.9076,99.0276,283.06,97,100,2.1,RU,1686619352
478,chegdomyn,51.1167,133.0167,295.96,50,24,1.54,RU,1686619352
479,howard springs,-12.497,131.047,301.94,34,100,4.5,AU,1686619353
480,hobyo,5.3505,48.5268,298.77,86,95,10.58,SO,1686619353
481,uzgen,40.7699,73.3007,291.31,73,94,2.05,KG,1686619354
482,puerto deseado,-47.7503,-65.8938,277.23,64,100,4.67,AR,1686619286
483,yaren,-0.5472,166.916,301.59,75,98,3.91,NR,1686619355
484,alaior,39.9303,4.1404,294.01,94,20,3.09,ES,1686619183
485,temiskaming shores,47.4938,-79.7153,289.04,98,100,4.15,CA,1686619356
486,aoulef,26.9667,1.0833,306.73,10,0,4.42,DZ,1686618807
487,ambasa,23.9172,91.8472,299.11,93,100,2.06,IN,1686619356
488,graaff-reinet,-32.2522,24.5308,279.22,73,98,2.87,ZA,1686619356
489,tanjung pandan,-2.75,107.65,300.75,84,100,4.11,ID,1686619356
490,fukuecho,32.6881,128.8419,296.35,88,75,1.03,JP,1686619357
491,areia,-6.9633,-35.6917,293.92,96,0,2.66,BR,1686619357
492,nampula,-15.1165,39.2666,288.05,95,0,1.06,MZ,1686619357
493,ishigaki,24.3448,124.1572,299.4,89,100,8.35,JP,1686618505
494,praia,14.9215,-23.5087,298.45,73,0,4.63,CV,1686619357
495,myeik,12.4333,98.6,299.85,87,100,3.71,MM,1686618494
496,marsabit,2.3284,37.9899,289.47,75,95,6.72,KE,1686619358
497,bubaque,11.2833,-15.8333,299.03,87,100,4.4,GW,1686619358
498,itaporanga,-7.3044,-38.1503,296.04,72,2,1.86,BR,1686619358
499,kargasok,59.0556,80.8572,282.25,57,14,5.02,RU,1686618777
500,sweetwater,25.7634,-80.3731,300.93,83,100,4.12,US,1686619360
501,kalmunai,7.4167,81.8167,299.93,80,88,2.44,LK,1686618863
502,ar rutbah,33.0381,40.2848,296.22,41,0,4.6,IQ,1686619360
503,san angelo,31.4638,-100.437,305.27,62,0,8.23,US,1686619134
504,hilo,19.7297,-155.09,302.0,61,40,2.57,US,1686619361
505,nyazepetrovsk,56.0531,59.6028,277.62,69,0,1.18,RU,1686619361
506,cooma,-36.2333,149.1333,284.03,60,100,3.25,AU,1686618768
507,gharavuti,37.5672,68.4469,301.51,33,74,1.83,TJ,1686619361
508,portrush,55.1959,-6.6493,286.93,93,76,1.74,GB,1686619363
509,outokumpu,62.7269,29.0159,286.09,65,100,2.58,FI,1686619363
510,kayyerkan,69.3786,87.7439,280.54,100,93,3.23,RU,1686619144
511,port lavaca,28.615,-96.6261,302.76,82,0,7.2,US,1686619363
512,mao,39.8885,4.2658,294.46,94,20,3.09,ES,1686619364
513,carbonear,47.7332,-53.2148,281.01,91,100,7.38,CA,1686619365
514,ikang,4.7898,8.5316,296.7,96,100,0.9,NG,1686619335
515,komatipoort,-25.4332,31.9548,290.96,65,6,0.94,ZA,1686619365
516,jiwani,25.05,61.7417,302.67,73,100,1.96,PK,1686619366
517,serdar,38.9764,56.2757,300.81,18,0,1.35,TM,1686619366
518,itaituba,-4.2761,-55.9836,299.34,80,85,0.91,BR,1686619366
519,ulaangom,49.9811,92.0667,289.92,40,0,3.24,MN,1686619366
520,barcelos,41.5388,-8.6151,292.55,84,91,0.9,PT,1686619367
521,annau,37.8876,58.516,296.87,35,0,1.03,TM,1686619367
522,waltham,42.3765,-71.2356,295.36,81,100,5.14,US,1686619367
523,laguna,38.421,-121.4238,300.42,51,0,3.6,US,1686618823
524,molochnoye,59.2917,39.6787,281.77,78,6,2.35,RU,1686619367
525,colonia menno,-22.3667,-59.8167,284.45,42,100,6.63,PY,1686619368
526,winston,28.0317,-82.0148,302.16,75,0,2.57,US,1686619368
527,palikir - national government center,6.9248,158.1611,304.56,66,100,5.14,FM,1686619368
528,taksimo,56.3444,114.8794,287.57,47,30,1.67,RU,1686619368
529,tongren,27.7172,109.1853,296.67,82,61,0.21,CN,1686619369
530,kamiiso,41.8167,140.65,290.36,94,75,3.6,JP,1686619369
531,pemangkat,1.1667,108.9667,301.14,76,57,2.0,ID,1686618800
532,changuinola,9.4333,-82.5167,299.2,84,100,0.45,PA,1686619369
533,trincomalee,8.5711,81.2335,301.03,78,100,8.48,LK,1686619369
534,tangalle,6.024,80.7911,299.73,84,100,5.44,LK,1686619370
535,mir bachah kot,34.75,69.119,293.37,50,1,1.13,AF,1686619370
536,pindi gheb,33.2402,72.2661,306.0,34,0,3.52,PK,1686619370
537,cannonvale,-20.2833,148.7,295.81,73,9,4.4,AU,1686619370
538,port saint john's,-31.6229,29.5448,288.12,75,82,2.04,ZA,1686618772
539,zhaoyuan,37.3592,120.3964,297.16,44,0,4.04,CN,1686619371
540,eilat,29.5581,34.9482,300.06,44,0,2.57,IL,1686619371
541,zheleznogorsk,52.331,35.3711,284.66,67,100,5.63,RU,1686619371
542,kuqa,41.7278,82.9364,302.32,22,79,2.76,CN,1686619371
543,villa ojo de agua,-29.5,-63.6938,281.91,38,100,2.74,AR,1686618829
544,moorhead,46.8739,-96.7676,300.13,36,0,2.06,US,1686619325
545,kingston,17.997,-76.7936,301.62,70,5,0.89,JM,1686618638
546,cockburn town,21.4612,-71.1419,301.18,84,10,9.54,TC,1686618858
547,portage la prairie,49.9728,-98.2926,300.33,38,40,2.06,CA,1686619372
548,ibirapitanga,-14.1642,-39.3736,292.9,99,24,0.21,BR,1686619372
549,chilaw,7.5758,79.7953,301.09,80,100,7.39,LK,1686619372
550,pasni,25.2631,63.471,302.87,70,100,2.37,PK,1686619373
551,takab,36.4009,47.1133,289.12,43,5,1.01,IR,1686619373
552,tosham,28.8833,75.9167,307.81,35,0,6.4,IN,1686619373
553,saurimo,-9.6608,20.3916,289.44,41,20,1.62,AO,1686619373
554,nimaparha,20.0667,86.0167,300.37,64,86,1.93,IN,1686619373
555,burutu,5.3509,5.5076,298.3,86,100,1.58,NG,1686619374
556,blythe,33.6103,-114.5964,305.4,22,0,7.72,US,1686619374
557,yuci,37.6803,112.7319,296.01,33,0,1.0,CN,1686619374
558,zhangjiakou,40.81,114.8794,295.7,37,20,3.44,CN,1686619375
559,jutai,-5.1833,-68.9,296.42,97,21,0.24,BR,1686619375
560,ingeniero guillermo n. juarez,-23.9,-61.85,283.11,39,100,4.77,AR,1686618824
561,aluksne,57.4167,27.05,281.51,75,5,2.23,LV,1686619375
562,lao cai,22.4833,103.95,299.68,94,99,0.09,VN,1686619376
563,troitsko-pechorsk,62.7084,56.1964,284.11,76,99,3.14,RU,1686618858
564,goth radhan,27.1833,67.95,306.8,44,29,6.76,PK,1686619377
565,kodinsk,58.6881,99.1844,288.56,48,100,3.0,RU,1686618862
566,xining,36.6167,101.7667,287.49,58,9,0.79,CN,1686619377
567,slave lake,55.2834,-114.769,298.14,41,75,4.63,CA,1686619377
568,khash,28.2211,61.2158,298.66,19,9,2.09,IR,1686619377
569,aleg,17.0481,-13.9209,307.61,14,56,4.26,MR,1686619378
